Item Category,Material Category,Cost Price,Credit,Total Sale,gender,age,visit_frequency,satisfaction_rating,Combined Category,Sale Count,Sale Cluster
Fashion Jewellery,Fashion Jewellery,50,12.0,12.0,Male,44.0,Occasional,4.4,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,20.0,20.0,Female,54.0,Regular,4.6,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,30.0,30.0,Male,37.0,Occasional,4.2,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,5.0,5.0,Female,69.0,Regular,3.9,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,10.0,10.0,Female,45.0,Occasional,4.6,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,10.0,10.0,Male,36.0,Occasional,3.7,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,145.0,145.0,Female,20.0,Regular,3.8,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,55.0,55.0,Male,52.0,Rare,4.1,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,20.0,20.0,Male,70.0,Regular,5.0,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,30.0,30.0,Male,43.0,Regular,3.7,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,49.0,49.0,Male,70.0,Occasional,3.4,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,15.0,15.0,Female,57.0,Regular,4.0,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,20.0,20.0,Others,66.0,Occasional,3.3,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,15.0,15.0,Female,65.0,Occasional,4.4,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,25.0,25.0,Male,43.0,Regular,3.9,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,24.0,24.0,Female,61.0,Regular,3.6,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,20.0,20.0,Male,26.0,Regular,3.8,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,20.0,20.0,Female,66.0,Regular,4.4,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,20.0,20.0,Male,64.0,Regular,3.3,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,45.0,45.0,Male,66.0,Rare,3.4,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,20.0,20.0,Others,56.0,Regular,4.8,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,15.0,15.0,Male,23.0,Occasional,3.7,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,30.0,30.0,Female,26.0,Regular,3.7,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,15.0,15.0,Female,37.0,Occasional,4.9,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,15.0,15.0,Male,54.0,Occasional,4.2,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,10.0,10.0,Male,62.0,Rare,4.6,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,45.0,45.0,Male,26.0,Regular,4.3,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,20.0,20.0,Others,64.0,Regular,3.9,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,40.0,40.0,Female,22.0,Regular,3.7,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,15.0,15.0,Female,23.0,Occasional,4.7,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,52.0,52.0,Male,51.0,Occasional,4.1,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,193.0,193.0,Female,43.0,Occasional,4.3,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,130.0,130.0,Male,22.0,Regular,3.6,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,146.5,146.5,Female,30.0,Regular,4.4,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,15.9,15.9,Others,28.0,Occasional,3.3,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,15.0,15.0,Male,45.0,Regular,4.8,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,100.0,100.0,Male,25.0,Occasional,4.6,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,15.0,15.0,Male,48.0,Rare,4.5,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,15.0,15.0,Male,53.0,Rare,4.6,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,10.0,10.0,Male,61.0,Regular,4.2,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,49.0,49.0,Female,58.0,Regular,4.2,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,48.0,185.4,185.4,Female,41.0,Rare,4.3,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,30.0,30.0,Female,37.0,Occasional,3.9,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,-30.0,-30.0,Male,50.0,Occasional,3.3,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,5.0,5.0,Female,23.0,Rare,3.8,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Fashion Jewellery,Fashion Jewellery,50,-121.9,-121.9,Male,69.0,Occasional,3.4,Fashion Jewellery - Fashion Jewellery,192,Low Selling
Custom items,10K Gold,108,133.0,133.0,Female,22.0,Regular,4.9,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,5,20.0,20.0,Male,40.0,Occasional,4.2,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,99,100.0,100.0,Male,55.0,Regular,3.9,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,70.0,70.0,Male,18.0,Regular,4.2,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,348.0,335.0,335.0,Female,69.0,Occasional,4.3,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,65.0,65.0,Male,18.0,Regular,3.9,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,212.0,212.0,Male,42.0,Regular,4.9,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,123.0,123.0,Male,68.0,Occasional,3.4,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,130.0,425.0,425.0,Male,19.0,Regular,4.1,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,198.0,175.0,175.0,Male,40.0,Regular,3.7,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,222.5,222.5,Female,57.0,Regular,4.4,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,198.0,300.0,300.0,Male,39.0,Regular,4.1,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,198.0,130.0,130.0,Male,44.0,Regular,3.4,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,100.0,100.0,Female,65.0,Regular,3.7,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,100.0,100.0,Male,34.0,Rare,4.2,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,383.0,383.0,Male,37.0,Regular,4.2,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,432.0,858.0,858.0,Female,18.0,Regular,3.5,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,300.0,618.75,618.75,Female,23.0,Regular,4.2,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,300.0,200.0,200.0,Male,55.0,Regular,3.8,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,172.25,172.25,Male,58.0,Regular,3.3,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,414.86,414.86,Female,35.0,Occasional,5.0,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,250.0,265.0,265.0,Female,62.0,Regular,4.1,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,450.0,335.0,335.0,Female,36.0,Occasional,3.8,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,165.0,270.3,270.3,Others,26.0,Occasional,4.8,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,400.0,400.0,Female,25.0,Regular,3.4,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,265.0,265.0,Female,53.0,Regular,4.2,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,216.0,185.5,185.5,Female,68.0,Regular,4.3,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,318.0,318.0,Female,46.0,Rare,4.1,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,580.0,463.75,463.75,Others,29.0,Regular,3.3,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,288.0,238.5,238.5,Female,22.0,Occasional,4.1,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,702.0,702.0,Male,54.0,Rare,3.4,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,216.0,355.7,355.7,Male,21.0,Regular,3.4,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,210.0,100.0,100.0,Male,57.0,Regular,4.6,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,100.0,70.0,70.0,Others,68.0,Occasional,4.6,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,218.0,218.0,Others,28.0,Occasional,4.5,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,205.0,205.0,Female,47.0,Occasional,3.4,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,210.0,200.0,200.0,Female,49.0,Regular,4.5,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,175.0,345.0,345.0,Male,39.0,Occasional,3.7,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,140.0,265.0,265.0,Male,35.0,Occasional,3.5,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,210.0,150.0,150.0,Male,67.0,Occasional,3.5,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,85.0,137.8,137.8,Female,65.0,Regular,3.7,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,82.0,200.0,200.0,Female,38.0,Regular,3.6,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,75.0,120.0,120.0,Others,38.0,Regular,4.5,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,150.0,212.34,212.34,Male,48.0,Occasional,4.6,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,245.0,245.0,Female,41.0,Occasional,3.5,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,132.0,260.0,260.0,Male,56.0,Regular,3.3,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,75.0,118.5,118.5,Female,54.0,Occasional,4.3,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,264.0,200.0,200.0,Female,32.0,Occasional,3.3,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,324.0,242.0,242.0,Male,60.0,Regular,3.8,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,200.0,200.0,Female,32.0,Occasional,4.1,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,500.0,500.0,Male,60.0,Regular,4.2,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,102.0,140.0,140.0,Male,42.0,Occasional,3.7,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,136.0,125.0,125.0,Male,28.0,Occasional,3.5,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,204.0,200.0,200.0,Male,51.0,Rare,4.1,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,136.0,303.0,303.0,Female,37.0,Regular,3.7,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,204.0,201.4,201.4,Male,67.0,Regular,4.8,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,19.0,19.0,Male,64.0,Occasional,3.5,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,201.4,201.4,Male,33.0,Occasional,4.0,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,150.0,371.0,371.0,Male,26.0,Occasional,4.4,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,225.0,225.0,Others,59.0,Regular,4.2,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,648.0,2000.0,2000.0,Male,70.0,Regular,3.3,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,200.0,200.0,Male,30.0,Regular,4.2,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,75.0,160.0,160.0,Female,41.0,Occasional,4.4,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,140.0,400.0,400.0,Female,34.0,Regular,4.7,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,75.0,151.05,151.05,Male,24.0,Regular,3.7,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,75.0,280.9,280.9,Male,56.0,Regular,4.8,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,180.0,200.0,200.0,Female,31.0,Regular,4.3,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,2743.0,500.0,500.0,Female,48.0,Regular,3.4,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,140.0,306.34,306.34,Others,61.0,Regular,4.2,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,113.94,113.94,Male,57.0,Regular,4.1,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,2107.0,2107.0,Female,41.0,Occasional,4.9,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,317.0,317.0,Male,47.0,Rare,3.3,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,85.0,50.0,50.0,Male,42.0,Occasional,4.7,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,105.0,20.0,20.0,Male,23.0,Occasional,4.0,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,245.0,245.0,Male,22.0,Regular,3.8,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,140.0,100.0,100.0,Male,37.0,Regular,4.9,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,210.0,185.0,185.0,Female,34.0,Occasional,3.7,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,140.0,200.0,200.0,Female,46.0,Regular,4.2,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,154.0,154.0,Female,51.0,Occasional,3.6,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,185.5,185.5,Female,68.0,Regular,4.8,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,210.0,185.5,185.5,Female,34.0,Regular,3.9,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,210.0,386.9,386.9,Male,67.0,Regular,3.6,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,105.0,200.0,200.0,Female,29.0,Occasional,4.6,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,300.0,160.0,160.0,Male,22.0,Regular,3.9,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,85.0,130.0,130.0,Male,20.0,Regular,4.5,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,252.0,252.0,Male,20.0,Regular,4.8,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,200.0,200.0,Male,58.0,Rare,4.7,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,150.0,150.0,Female,33.0,Regular,3.4,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,299.0,299.0,Female,29.0,Regular,4.9,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,168.0,168.0,Female,49.0,Occasional,4.2,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,135.0,135.0,Male,66.0,Occasional,4.0,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,68.0,185.5,185.5,Male,21.0,Rare,4.4,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,470.0,375.0,375.0,Male,41.0,Occasional,4.1,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,204.0,318.0,318.0,Female,68.0,Regular,4.4,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,85.0,200.0,200.0,Female,30.0,Regular,3.3,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,276.0,324.0,324.0,Male,19.0,Regular,3.9,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,170.0,160.0,160.0,Male,62.0,Regular,3.7,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,375.0,375.0,Male,53.0,Regular,3.9,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,220.0,438.0,438.0,Male,66.0,Regular,3.7,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,90.0,90.0,Male,18.0,Regular,3.6,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,85.0,212.0,212.0,Female,60.0,Regular,4.0,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,200.0,200.0,200.0,Female,37.0,Rare,3.7,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,85.0,100.0,100.0,Female,33.0,Regular,3.3,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,230.0,477.0,477.0,Male,63.0,Occasional,5.0,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,323.6,323.6,Male,35.0,Regular,4.7,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,90.0,90.0,Male,37.0,Regular,3.7,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,204.0,180.0,180.0,Male,68.0,Regular,4.7,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,160.0,160.0,Male,70.0,Regular,4.7,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,191.0,191.0,Female,28.0,Occasional,4.2,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,460.0,460.0,Male,31.0,Regular,3.7,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,247.0,247.0,Male,34.0,Regular,4.6,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,85.0,212.0,212.0,Female,34.0,Regular,4.3,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,85.0,180.0,180.0,Male,41.0,Occasional,4.9,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,549.0,960.0,960.0,Male,36.0,Regular,4.4,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,100.0,100.0,100.0,Male,56.0,Occasional,4.2,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,100.0,100.0,Female,57.0,Regular,3.6,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,136.0,95.4,95.4,Male,47.0,Rare,3.8,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,204.0,200.0,200.0,Others,18.0,Regular,3.6,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,139.0,139.0,Others,27.0,Regular,3.7,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,200.0,200.0,Male,40.0,Occasional,3.4,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,136.0,254.4,254.4,Male,59.0,Regular,4.3,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,95.4,95.4,Male,21.0,Occasional,4.9,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,204.0,318.0,318.0,Male,70.0,Regular,4.6,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,130.0,392.2,392.2,Female,64.0,Occasional,3.9,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,170.0,780.0,780.0,Others,63.0,Regular,3.5,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,132.0,227.0,227.0,Male,44.0,Occasional,4.6,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,126.0,503.5,503.5,Others,61.0,Regular,4.3,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,133.0,259.7,259.7,Others,32.0,Regular,4.4,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,204.0,350.0,350.0,Male,66.0,Occasional,3.9,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,264.0,200.0,200.0,Male,38.0,Occasional,4.9,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,198.0,185.0,185.0,Male,61.0,Regular,4.1,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,352.5,352.5,Female,23.0,Occasional,4.3,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,198.0,175.0,175.0,Female,29.0,Occasional,4.7,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,222.5,222.5,Female,62.0,Occasional,3.9,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,198.0,300.0,300.0,Female,68.0,Rare,4.2,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,198.0,130.0,130.0,Male,67.0,Regular,4.4,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,35.0,130.0,130.0,Female,43.0,Regular,4.1,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,132.0,233.2,233.2,Others,69.0,Regular,4.7,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,132.0,264.0,264.0,Female,42.0,Regular,3.3,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,198.0,340.0,340.0,Female,53.0,Regular,4.1,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,396.0,583.0,583.0,Male,21.0,Rare,3.7,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,10.0,150.0,150.0,Male,58.0,Regular,3.4,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,264.0,445.2,445.2,Male,49.0,Occasional,3.6,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,132.0,276.0,276.0,Female,35.0,Regular,4.4,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,30.0,30.0,Male,43.0,Rare,4.2,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,100.0,100.0,Male,44.0,Rare,4.5,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,40.0,40.0,Female,20.0,Regular,4.3,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,-198.0,-130.0,-130.0,Male,44.0,Regular,4.8,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,198.0,200.0,200.0,Male,68.0,Regular,4.1,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,198.0,150.0,150.0,Female,53.0,Regular,4.2,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,132.0,100.0,100.0,Female,50.0,Regular,3.7,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,132.0,200.0,200.0,Female,62.0,Regular,3.4,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,132.0,125.0,125.0,Male,48.0,Occasional,4.1,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,66.0,199.99,199.99,Female,61.0,Occasional,4.9,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,171.0,171.0,Female,67.0,Occasional,4.9,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,264.0,423.0,423.0,Male,65.0,Occasional,4.3,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,148.0,148.0,Male,23.0,Regular,3.6,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,264.0,390.0,390.0,Female,33.0,Regular,4.8,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,132.0,170.0,170.0,Male,22.0,Regular,3.7,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,198.0,160.0,160.0,Male,39.0,Occasional,4.3,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,198.0,100.0,100.0,Female,55.0,Regular,3.7,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,95.0,95.0,Male,57.0,Regular,4.7,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,95.0,95.0,Female,19.0,Regular,4.4,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,330.0,150.0,150.0,Female,23.0,Occasional,4.0,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,180.0,180.0,Female,22.0,Rare,5.0,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,300.0,300.0,Female,23.0,Occasional,3.4,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,396.0,636.0,636.0,Female,61.0,Rare,3.9,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,95.0,95.0,Male,62.0,Occasional,4.0,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,132.0,244.0,244.0,Male,60.0,Rare,4.5,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,198.0,350.0,350.0,Female,40.0,Rare,3.9,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,198.0,159.0,159.0,Male,60.0,Rare,4.4,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,280.0,280.0,Male,46.0,Regular,4.6,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,136.0,266.0,266.0,Others,47.0,Regular,4.1,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50.0,106.0,106.0,Female,57.0,Rare,3.8,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,159.0,159.0,Male,41.0,Occasional,4.5,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,85.0,151.05,151.05,Male,38.0,Occasional,3.8,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,136.0,143.1,143.1,Others,36.0,Occasional,3.8,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,136.0,128.0,128.0,Male,43.0,Occasional,3.7,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,300.0,446.1,446.1,Female,19.0,Regular,3.7,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,50,355.0,355.0,Female,19.0,Regular,3.9,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,136.0,150.0,150.0,Others,27.0,Occasional,4.8,Custom items - 10K Gold,534,Average Selling
Custom items,10K Gold,136.0,135.0,135.0,Female,70.0,Occasional,3.6,Custom items - 10K Gold,534,Average Selling
